"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA"
"1",0.363489988940488,0.36133754300342,-0.0699254982216491,-0.349814592728602,1,0,0,0,0,0,0
