"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.542372433533605,0.530333358304537,0.328705279279614,0.493738993930086,1,0,0,0,0,0,0,0,0,0
