"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.694405324691928,0.692237532500204,-21.8572814442913,-0.688943068859204,1,0,0,0,0,0,0,0,0,0
