"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.224356678909048,0.543433817138747,0.651224353093934,-0.213745570478274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
