"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",3.78502519569749,0.844874129474371,-0.747918238831054,0.837358170244929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
