"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.191435963425713,0.220600226075643,0.900471944368058,-0.184843164268555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
