"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA"
"1",0.655615315558112,0.595318608713855,0.687500030291472,0.482598986885938,1,-1,-1,-1,-1,0,-1
