"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA"
"1",1.03169899991941,0.977720307926219,-1.4719016179978,0.933906678596205,1,0,0,0,0,0,0,0
