"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA"
"1",0.667832360993369,0.591186133809867,0.691823483535233,0.483361250440781,1,101,101,16,16,16,101
