"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA"
"1",0.770717453058566,0.295030738513435,0.767932496575865,0.279199332555056,1,15,15,15,14,15,15,15,15
