"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.580673798215529,0.839345883123197,-0.681501543271185,0.622456965294793,1,13,13,13,13,13,14,14,13,13
