"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA"
"1",0.354340873501971,0.328792110794596,0.114129703356648,-0.324317019912494,1,101,101,101,101,101,101
