"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",4.10526694532458,0.908662778255178,-1.0218203653244,0.90039839644562,0,15,16,16,16,15,15,15,15,15,16,16,16,15,16
