"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.677395117995679,0.675193360594758,-20.7455610222767,-0.672006630754941,1,101,15,15,101,15,15,15,15,15
