"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.187234050350737,0.217821424454526,0.902963572064495,-0.181824112950193,1,14,14,14,14,14,14,14,14,13,14,14,14,13,13,14,14
