"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1",0.235980013014588,0.538563473893929,0.657447908714926,-0.196784367866244,0,15,15,15,15,15,16,16,15,15,15,15,16,16,15,15,15
