"","RRMSE","NRMSE","NSE","rBIAS","AMHGflag","rivClass","NA","NA","NA","NA","NA","NA"
"1",0.988414965232812,1.1511652669149,-2.4267093148836,0.969351809375994,1,15,14,14,14,14,14,14
