"","time","mean","conf.low","conf.high"
"1",1,393.522513877332,317.310352296751,484.945022066344
"2",2,355.979549744133,285.946751860711,434.882496873304
"3",3,351.337803138159,283.903055308166,428.469824848197
"4",4,364.203112810499,294.997072556292,442.041272416004
"5",5,357.647748094757,284.305915342335,438.544779970989
"6",6,351.443665733213,284.371967644548,425.348092182134
"7",7,349.572618037794,281.941836953838,433.473439566242
"8",8,349.060413671618,283.421430184791,426.728516519331
"9",9,349.042236650976,282.01211813359,429.119421142769
"10",10,348.822379857975,281.546392657311,424.467032428447
"11",11,349.484425506091,283.025081625494,429.732450334368
"12",12,349.275567592723,280.165840760858,432.010136138814
"13",13,346.141721072985,278.927041661899,422.672881564365
"14",14,347.158612572682,279.973856099581,426.734448880387
"15",15,348.2016899091,280.691599748506,424.07741643455
"16",16,346.739061806793,278.894569308156,427.723876227704
"17",17,343.690137739194,275.755381431595,426.273228917129
"18",18,343.19843019673,270.918223174644,424.245660661914
"19",19,342.450123571204,275.67927687869,418.013242212465
"20",20,342.417975325248,274.79538509414,417.834990679555
"21",21,342.918735430175,279.863170222731,421.748568835377
"22",22,341.093972074378,275.058649658417,412.110528864748
"23",23,343.235141367001,277.6718041975,422.879212570015
"24",24,346.876479417438,279.119605553541,425.868255740376
"25",25,354.712180044843,283.706811151914,431.781056608499
"26",26,407.468696927609,328.665322278472,499.768846024715
"27",27,379.728154003804,305.263623922698,464.298546198632
"28",28,362.764687823707,294.673145073405,443.13549173975
"29",29,356.188584609776,283.471302171298,435.08526205617
"30",30,354.672441116448,289.847529791618,436.007262232701
"31",31,352.061915330984,285.569356244046,427.917479431728
"32",32,350.59262692233,287.494454306817,424.814758440223
"33",33,350.292438440234,284.266903044859,425.619138934242
"34",34,349.765037917055,287.201614485843,431.424460584619
"35",35,348.283546334175,277.100183977361,433.510625567938
"36",36,346.810562763787,280.422284885735,430.172564131471
"37",37,346.573099198856,279.879318593829,420.518152989912
"38",38,348.496398744247,280.927253211406,424.776591736113
"39",39,350.726601395801,281.984277940459,429.175527014692
"40",40,352.402734065472,282.396078723564,429.780999609086
"41",41,360.673794054445,289.226849734111,437.907736099496
"42",42,357.837682703309,289.217965049095,442.18851037882
"43",43,354.793077659575,290.578634808824,430.234247076289
"44",44,374.516906856772,304.172295470157,452.115284714977
"45",45,380.424955747564,307.977862770299,461.412598870667
"46",46,398.537350028982,322.423704488124,485.806940517255
"47",47,475.458727077535,384.02895448685,575.536809453053
"48",48,806.505990500638,620.138877041628,1013.93489592714
"49",49,949.768046409404,732.840705308682,1221.52150077561
"50",50,763.511454582407,590.774070265995,971.452812626382
"51",51,470.176468815358,379.394927634318,577.261397479243
"52",52,422.456769072432,344.514026641455,518.702791513954
"53",53,402.486768915254,322.164871777452,493.705240533077
"54",54,541.379359270342,439.000469219462,657.844217757522
"55",55,713.90505501626,565.949879891164,884.99999218873
"56",56,682.468586334932,536.175036594908,859.865923517599
"57",57,510.447290832857,409.723772669742,622.559442039569
