"","time","mean","conf.low","conf.high"
"1",1,1150.94755644695,816.58832558663,1583.66177425645
"2",2,1156.56132803986,835.722445879223,1562.71608442911
"3",3,1180.44798396516,819.037907818632,1640.36021747386
"4",4,1232.4299516331,898.152248398053,1668.60289803498
"5",5,1259.10047963497,920.722977089439,1702.77795871903
"6",6,1278.57392796908,944.069452367105,1695.29478946797
"7",7,1174.92651260758,875.22403659717,1556.9605358356
"8",8,1124.40636621577,821.483373826612,1474.35720396041
"9",9,1131.90774262692,832.210812712767,1510.13307371724
"10",10,1146.09877978251,833.916574977464,1532.66296494292
"11",11,1151.7096566771,855.507202200225,1498.49117781805
"12",12,1346.22510315899,1000.46778522381,1768.18923579233
"13",13,1444.63849332106,1085.11939891809,1895.20030377841
"14",14,1400.95127019878,1062.58682800613,1788.83880670885
"15",15,1370.33115483669,1013.6959448163,1795.33936051422
"16",16,1353.1974813199,1002.61435958877,1764.69004804527
"17",17,1364.37226919865,998.843735606554,1769.53074861656
"18",18,1331.47199062486,972.434439110562,1773.50679234599
"19",19,1303.70777737585,968.261165669412,1749.15180323566
"20",20,1189.40299600009,864.55754156762,1605.46218897797
"21",21,1047.2772962145,754.497081668163,1422.2065892595
"22",22,1051.05979705014,761.875848102292,1428.88150311732
"23",23,1337.9132076017,965.280516672799,1811.58490550331
"24",24,1390.66596037594,995.753136227281,1869.33673974009
"25",25,1370.86696219826,993.619363402824,1848.51917789089
"26",26,1310.93615445727,941.922023594065,1752.68197407652
"27",27,1320.1550786357,946.425263370601,1778.73090874349
"28",28,1294.55899918658,929.778516139037,1751.60240473571
"29",29,1269.08137960052,898.789398653024,1731.3620753356
"30",30,1268.24802856378,907.039015337406,1703.61519924459
"31",31,1239.39663883927,878.433892609776,1691.16951118438
"32",32,1254.72790203733,894.573209585409,1731.98967294976
"33",33,1108.09240400671,781.854926791019,1501.98909902069
"34",34,1034.06873202552,737.673919178617,1433.65816083981
"35",35,1051.58820266122,719.821979562489,1469.42579071738
"36",36,1063.35409386383,743.702739745337,1472.47595203717
"37",37,1023.50085480873,704.101395245307,1424.507431347
"38",38,1057.71587348345,745.252642115726,1459.29316573968
"39",39,1117.66957279688,795.750153437563,1490.05685713649
"40",40,1156.38941799718,827.709821471567,1575.71009104797
"41",41,1175.70198264636,847.255538745976,1568.70500419911
"42",42,1170.09474756625,856.406250708075,1557.03895995395
"43",43,1207.24033608287,882.300299361305,1597.66644677572
"44",44,1233.30836726398,911.248317760037,1630.22137629725
"45",45,1255.69889516409,922.897636585424,1620.13065147586
"46",46,1275.83296205398,946.802289987748,1701.3436691353
