"","time","mean","conf.low","conf.high"
"1",1,298.370603017379,205.654692671187,414.796751015426
"2",2,285.177092101634,197.438529517312,409.866777303359
"3",3,250.638172977514,163.848094644893,360.895890024193
"4",4,254.687961499518,168.859596498948,364.610934151232
"5",5,203.321162016375,133.78152627192,293.55574443883
"6",6,233.106059089162,155.997947340303,331.215501445795
"7",7,201.375715543804,134.656538181116,292.548314070391
"8",8,204.64813401117,131.560831994044,292.682731142853
"9",9,164.580264822473,109.175424399156,234.572627955711
"10",10,183.313082139047,122.310689618946,268.040942215816
"11",11,214.721062553141,142.13463438374,308.59503069521
"12",12,264.216497535236,179.667572697827,378.909374732456
"13",13,390.614976712438,275.71928747442,543.753821990616
"14",14,505.21116474327,362.705251822869,670.119748333442
"15",15,450.056278798451,326.138642049491,613.577135547557
"16",16,338.3411937677,233.937150245465,479.804111311898
"17",17,337.59592105963,232.190450298317,465.495943897194
"18",18,482.95075229169,348.03513974073,644.715033313494
"19",19,511.8301246462,366.702509468176,699.289034725524
"20",20,500.128966051931,364.457906423906,676.38411200062
"21",21,511.368586534486,366.832667564968,700.355058484128
"22",22,648.790788693215,477.127636581211,859.082325204582
"23",23,613.976645555242,459.38770480885,817.327212521968
"24",24,553.00986720411,405.523588746538,732.260647381569
"25",25,442.616640192228,317.694260445485,605.503772390249
"26",26,418.921730570886,304.222593867356,569.764700743005
"27",27,423.172356380264,309.774714920297,564.192870347712
"28",28,394.715854673343,276.638486689269,538.252847217479
"29",29,445.654000783957,318.447876238796,605.966904530797
"30",30,375.2322194537,264.381597724458,530.743429102375
"31",31,295.672794938074,199.022331174839,424.6916953373
"32",32,253.369080240198,169.316816987679,363.547798734108
"33",33,290.213693238869,194.124442322656,415.464631757927
"34",34,345.041297199197,236.663921929681,487.941889982481
"35",35,316.10657277209,215.747248260655,452.651546588432
"36",36,313.461685207319,214.921376288965,438.266247626936
"37",37,272.222239191887,187.895515434711,382.927782343795
"38",38,286.63655188225,197.472079776313,402.89990741137
"39",39,295.053151637404,201.276932596737,425.702544962559
"40",40,260.354658445444,177.293055955534,373.922806517525
"41",41,253.696558742721,172.038441991056,361.031872198016
"42",42,205.846036545148,137.27426503398,296.654422183946
"43",43,216.305811649605,144.653315721459,307.424750775996
"44",44,176.740515112808,115.31906426602,258.680405568637
"45",45,189.309558243123,124.072912934892,283.483469928919
"46",46,215.409704744366,142.166088385215,313.410299174711
"47",47,232.809080713815,154.332731887606,339.15437124955
"48",48,356.911969828791,250.220089705248,492.58448047449
"49",49,445.379022936113,319.891683251197,603.892758209086
"50",50,411.463212491777,292.362800232756,566.232181515202
"51",51,342.104825251825,236.820579077256,468.012939284706
"52",52,298.840970866811,207.791324962068,416.761708863676
"53",53,314.805184351614,217.384378255552,447.110180596006
"54",54,306.72068268581,203.569393276439,447.315033326538
"55",55,628.55919125233,467.208936907328,837.525643477499
"56",56,730.128033030104,546.29888431545,959.216620409685
"57",57,595.143237435626,443.171437421976,775.731046237565
"58",58,468.878760387331,336.456976829387,631.68418947242
"59",59,382.193751810078,273.636897576284,529.141907077164
"60",60,333.526347623453,235.74947131525,470.671862868687
"61",61,1045.40566011632,779.873190105269,1385.16859493867
"62",62,1515.27591500334,1129.71660321097,1992.17080045229
"63",63,1564.25981333457,1145.19125401945,2085.14814960883
"64",64,1512.51796605332,1127.13493242834,1959.15335357386
"65",65,1000.99651140183,747.684792789379,1295.78892063352
"66",66,737.079173801767,526.718164472002,1006.77468371409
"67",67,624.874286928244,454.961857176977,843.059187717243
"68",68,491.758774329299,349.561235906751,668.342591945922
"69",69,499.701861440509,363.550490672816,670.94612650237
"70",70,503.16796273716,367.387198096761,680.887248313336
"71",71,484.563280438438,339.29277879959,671.467815401298
"72",72,413.392324076593,299.008394175771,565.274723528636
"73",73,324.793684546306,221.762967481432,455.191229418133
"74",74,289.613960948889,194.460146920186,414.058704683518
"75",75,265.602117057354,173.498186847876,387.344621128127
"76",76,275.678871069221,182.027532825016,392.361506706313
"77",77,299.506400748774,207.127943867378,410.779829941767
"78",78,299.198793374755,206.168138465089,426.667702122045
"79",79,355.37068659545,249.589816128605,496.172261028539
"80",80,477.844467675358,345.422636051782,654.659330069838
"81",81,442.712205440693,313.261159252397,604.4715099481
"82",82,423.867950137174,295.89082597796,589.335240054181
"83",83,375.972689922486,258.994596678814,524.918052417741
"84",84,331.650857741442,230.03503623838,468.5438288766
"85",85,508.647510545191,368.658324890298,682.410857100954
"86",86,849.564635321112,638.63363216555,1105.88220327757
"87",87,672.746171883947,496.677234762759,895.907451146754
"88",88,527.138134138309,381.408839618257,702.280142579244
"89",89,413.045540470862,296.585781748035,559.688037026458
"90",90,339.593808405239,237.149283048042,468.265632282842
"91",91,268.132469602887,178.406477819895,397.067531981394
"92",92,213.658623952647,147.804052419858,308.75853748638
"93",93,200.39412100611,130.945493065125,292.998725881638
"94",94,189.478312826484,122.398494286706,278.582832682637
"95",95,190.155122284873,127.573643115689,277.120812514143
"96",96,235.585898931624,153.359126255957,341.615088959001
"97",97,250.961022372488,174.780183715369,356.526666752206
"98",98,236.210875428821,155.182376678534,342.22907658146
"99",99,214.289508869651,143.76750203931,307.586851524869
"100",100,200.421955022311,131.004502515357,293.389786007353
"101",101,178.850566839731,119.635551534779,265.424397327289
"102",102,165.374848596359,110.98015169833,241.287824447865
"103",103,139.112047939158,89.0360144834464,203.246112331231
"104",104,150.743047448142,97.9391964966777,218.915869698214
"105",105,132.662087867802,86.3910245941228,191.465768755286
"106",106,138.357871708328,88.8857999644572,206.356435922417
"107",107,131.401183816703,88.3669231854666,187.011635202665
"108",108,132.754962748486,86.8953617291113,197.06470281878
"109",109,110.011543490869,73.3956438711551,165.189856355569
"110",110,138.409249045155,91.3793160021746,203.960727991711
"111",111,179.277443685653,118.733577290858,265.586119529671
"112",112,203.298201558413,133.451578713984,304.274465430402
"113",113,162.47641591344,104.408249561709,238.554183731431
"114",114,163.995842866352,107.634339064166,240.670656670436
"115",115,221.406601819499,146.793758350228,326.454781184987
"116",116,179.496166843891,117.909133381482,271.128445029769
"117",117,608.439067433123,441.5562237617,811.566829305554
"118",118,1155.96061017099,852.146788275666,1514.44501543868
"119",119,946.088785438376,704.577388648801,1254.00362522992
"120",120,710.761912406921,523.624571208846,936.109129279687
"121",121,424.950533216803,298.857060124251,573.359007006626
"122",122,428.427638634737,310.381439708125,607.630603804744
"123",123,557.091346440409,410.161154160055,744.210499895263
"124",124,541.730475732396,395.17717466782,720.365790286495
"125",125,438.200546905897,318.995180372844,590.917446478196
"126",126,635.501881020872,477.720280966765,843.030405982507
"127",127,666.590971657286,492.429404970517,877.446675084328
"128",128,482.180979513335,348.728722105615,656.629189889042
"129",129,440.647190046166,310.555814296089,617.516414087778
"130",130,395.148622553157,279.155629199085,546.452248973741
"131",131,386.427501007765,264.717243416063,530.703130160006
"132",132,363.307490305569,257.498024917948,504.407763253222
"133",133,299.407314186018,197.564798874874,434.232140561518
"134",134,215.347998225401,142.768978447626,309.40238668857
"135",135,298.85261963431,210.604774504731,423.682467496571
"136",136,540.430700182825,402.574939353947,716.276093195662
"137",137,778.592287253511,575.199598478996,1033.04610504468
"138",138,549.00680942171,399.703644987029,731.952224033771
"139",139,413.818306484462,290.554186550486,572.025810143756
"140",140,295.323042685059,204.680071192315,416.05809281397
"141",141,276.26867046001,183.953648807924,393.887261691554
"142",142,212.224245819954,140.809454626946,304.462117061655
"143",143,231.826818623591,153.278281896717,335.892149964237
"144",144,188.0323177834,124.237551338432,271.553493543684
"145",145,262.345632927644,177.17588807761,378.025459382228
"146",146,243.082966171166,164.915223912752,344.770611118524
"147",147,210.45065210926,145.822251469352,297.48047209839
"148",148,160.574200819392,105.758170282813,234.87164279524
"149",149,164.231657926681,107.192597650855,243.882577869056
"150",150,138.017229682849,91.2041024111532,203.373345571502
"151",151,133.899840148361,87.4310580280348,199.52504553006
"152",152,178.408981163951,119.273948110019,263.421551775804
"153",153,223.422553170637,147.506945861743,323.917564511323
"154",154,195.736313655768,126.884594552575,283.330681368993
"155",155,176.135776486306,115.937767228121,256.59354366037
"156",156,148.186446573795,99.16428410762,214.664151008639
"157",157,110.072920738058,72.1748527915628,160.396880718571
"158",158,132.018997464654,87.4636661328324,194.047403700721
"159",159,127.258306408847,84.5794427617409,185.954753017808
"160",160,126.34605864347,79.772667839387,189.554458347288
"161",161,132.93069414107,86.9423407184306,196.797146969705
"162",162,132.781130829916,85.9443852580735,196.515287487861
