"","time","mean","conf.low","conf.high"
"1",1,1443.79187353566,1085.67463986338,1863.51549983116
"2",2,1441.48233179804,1077.65863263358,1879.24469480109
"3",3,1452.09606189778,1098.61326387484,1886.19084751364
"4",4,1474.32737112254,1108.81562933247,1916.10206008254
"5",5,1446.17520627458,1090.77845959989,1829.1043492795
"6",6,1406.06034630139,1073.44510746811,1821.23383260155
"7",7,1242.82285128993,937.336390512518,1637.55794512596
"8",8,1139.8573409068,865.389180871976,1481.44608969395
"9",9,1130.00968723574,863.57995794255,1448.10986905841
"10",10,1130.82669507599,844.283855545202,1475.76727090403
"11",11,1121.78935770039,847.445260042708,1465.87091736576
"12",12,1340.91595547763,1026.45690019748,1737.49568413127
"13",13,1485.04021251053,1117.84026406969,1948.94210651969
"14",14,1492.77003642976,1133.41642375939,1918.93325406895
"15",15,1489.32743121006,1126.45822190354,1926.18943859212
"16",16,1484.52297233948,1117.73326169232,1944.66496431827
"17",17,1499.9306853962,1138.16507478017,1915.12570681066
"18",18,1478.34114467826,1134.8704014037,1923.14887701173
"19",19,1457.16137755029,1090.60706905333,1940.58208214196
"20",20,1347.71772134679,995.270903008552,1742.10790092735
"21",21,1204.76290936239,909.975866950674,1553.69562502064
"22",22,1225.18358661082,913.835606063687,1605.22995080477
"23",23,1586.36737338219,1196.51991687453,2099.1370186777
"24",24,1694.51900747311,1280.53437468937,2210.51539718234
"25",25,1679.7819020415,1273.524455311,2172.65000022001
"26",26,1639.67594973914,1263.59142024936,2095.78362834667
"27",27,1677.14934237394,1263.97228059781,2176.47730537154
"28",28,1652.57254563453,1235.96649593424,2160.78085580654
"29",29,1644.66264799079,1251.19769076272,2107.12677197492
"30",30,1670.27826674967,1258.70137788837,2135.37365968223
"31",31,1660.95392803684,1220.44728232843,2159.59893411821
"32",32,1682.71472478047,1302.21321813103,2150.63116854502
"33",33,1481.93603986251,1082.48973830981,1936.65792369337
"34",34,1362.06254852637,1015.28806203074,1739.01289668209
"35",35,1379.38822917114,1063.38721915482,1785.12754518537
"36",36,1368.62892755863,1038.37001574804,1790.4899618528
"37",37,1284.50126032679,966.594225124322,1677.00803085608
"38",38,1294.59633195929,983.009153017993,1679.64257370897
"39",39,1305.15545189832,991.250759394967,1698.27718514005
"40",40,1295.01563736588,961.929311713104,1675.33209687132
"41",41,1269.94796689613,961.555255754316,1655.49272474223
"42",42,1238.2512963805,943.582168158319,1584.63726748541
"43",43,1255.53378668445,948.463823509773,1628.85726076424
"44",44,1249.26577645169,937.803206911441,1593.64965620533
"45",45,1257.81842834519,946.677105254545,1638.17038053926
"46",46,1253.66311275031,948.687170953101,1592.18507770549
"47",47,1256.62392935994,927.481502928981,1599.95853032611
"48",48,1233.38056336045,937.703149825425,1618.66994279891
"49",49,1236.64109499016,943.402923801619,1590.23236292966
"50",50,1231.6560349462,925.162552939653,1559.16284590135
"51",51,1240.93482442985,951.582346343413,1599.83897153928
"52",52,1041.21805403983,789.129073225322,1346.17984323916
"53",53,862.098461643138,648.431442196808,1125.87174168076
"54",54,822.687959213376,619.204065016976,1074.18871694549
"55",55,818.217929248457,619.647259450425,1044.81276560274
"56",56,807.242022863882,602.734489503104,1035.83378848055
"57",57,808.915881590041,607.822749164185,1040.47689122572
"58",58,810.588051338418,608.846958005959,1060.23788282777
"59",59,998.266746005872,759.075362727494,1295.31997348101
"60",60,1179.4471875572,888.573274593712,1558.91060229465
"61",61,1174.98499462517,896.549869802431,1516.42552532862
"62",62,1118.77422650508,838.585506164487,1463.31610085467
"63",63,1162.66258983959,890.075053077365,1520.39948698525
"64",64,1166.80209918243,890.044331775145,1496.76085979851
"65",65,1167.16189076905,882.379329447805,1528.75777488644
"66",66,1229.41676790795,925.514578597152,1601.35022645073
"67",67,1181.22292401587,896.037694573092,1540.6208176401
"68",68,1214.9485272614,930.484611244925,1579.60548897583
"69",69,1599.9398368566,1199.41891781271,2094.4977324891
"70",70,1933.31203942137,1460.61177897012,2473.36538804556
"71",71,1924.33834752897,1430.31198779326,2505.79094781738
"72",72,1820.80531323977,1375.20273493227,2374.81825498071
"73",73,1711.23144999173,1298.10292516347,2231.54484426581
"74",74,1729.77194297182,1302.06415534919,2214.9116116593
"75",75,1416.87530301509,1074.4760335347,1829.81205688626
"76",76,1387.67767269908,1051.35607229114,1801.34914992303
"77",77,1376.33079734348,1020.8507115679,1778.18920595391
"78",78,1354.00577240795,1026.61581054046,1760.75574042066
"79",79,1341.93026593571,999.77384245467,1729.13895320231
"80",80,1343.11174220295,1014.59415706513,1743.77756851741
"81",81,1338.22114009195,1036.14459327777,1715.35282890826
"82",82,1150.59371053278,865.428866941332,1519.30021873703
"83",83,1112.54994503986,837.41045526584,1455.56281472417
"84",84,1106.01901734457,828.514512924773,1432.74807472619
"85",85,1120.97181389684,856.779241694516,1458.81415103789
"86",86,569.812098817263,428.265831114758,748.854823750136
"87",87,502.415468401907,384.886017628501,647.337741041319
"88",88,464.165382697491,349.654745158939,604.150651148815
"89",89,473.49566734935,356.797360328925,614.763268135926
"90",90,612.23971472125,463.859296152,793.362496190545
"91",91,598.348213318517,461.524844304071,769.202177898654
"92",92,584.40774533146,445.456579841694,742.966466730169
"93",93,555.085178107511,424.533578013249,706.554684394728
"94",94,209.281300673934,160.011912514278,269.528614172129
"95",95,209.941280233534,158.476602167369,271.629526508356
"96",96,219.300138835689,166.784531548985,285.890918139772
"97",97,220.405046825056,167.086518956954,279.522729438373
"98",98,198.752900112968,147.615854522567,259.470074548124
"99",99,200.568595319459,152.923194672586,259.829247478299
"100",100,219.89023849871,167.150591622303,283.09786744539
"101",101,220.230697869703,167.03936718756,283.951063081791
"102",102,229.057968578713,172.00760626002,295.580197843633
"103",103,227.20940422919,169.989494056626,291.74724425481
"104",104,211.178017901541,156.679442235798,274.8378130643
"105",105,201.911055875987,153.315486307502,261.714964691314
"106",106,208.020405001389,154.408956083156,273.065832037695
"107",107,200.076087571993,151.785210405824,259.935142977832
"108",108,204.240046308376,155.051821168247,263.906626759594
"109",109,208.636003078591,159.053201709604,268.049841905941
"110",110,205.41838418526,154.410319999373,267.832031906164
"111",111,130.244760654475,97.3591511232363,171.152692585792
"112",112,153.554538194706,116.041553541744,197.489390681401
"113",113,156.7212226513,119.664174212864,201.687240036007
"114",114,172.518353492592,129.532736790418,227.599064567058
"115",115,182.82896338424,138.527760266083,240.858739395785
"116",116,151.422057287028,114.625098383924,196.224911285869
"117",117,145.085020923975,110.45759814734,186.627443145317
"118",118,149.396881304254,113.918427751357,196.824744664996
"119",119,135.849339493823,102.845392652338,176.645665569636
"120",120,161.625654537463,121.886282017938,208.312275549924
"121",121,159.095894112873,121.587989250551,207.116788411141
"122",122,167.955339932429,127.887212154548,222.496571756002
"123",123,183.355937283188,137.423180708926,238.884030057996
"124",124,147.543155736189,112.719158148024,189.834871675079
"125",125,155.562657530834,120.046402919429,203.048611906945
"126",126,142.67018896988,106.492910989336,181.57261755651
"127",127,160.045408675366,121.954984932296,205.627985735681
"128",128,160.134710701923,120.444925377516,210.206753066582
"129",129,178.045739225058,134.528371460152,228.352074791866
"130",130,187.922743035968,140.419711878729,241.257492010815
"131",131,185.12655290395,140.941711734482,237.792856941353
"132",132,184.180242402648,139.35538629299,236.126371992327
"133",133,184.103498711811,139.873659405468,238.010533472612
"134",134,179.548187431846,136.386638511977,231.716174712836
"135",135,161.502662898956,122.412526565509,209.845697794894
"136",136,147.448521338023,113.955902644438,193.091122629669
"137",137,137.9076228071,103.024018339388,180.087726988773
"138",138,133.893239419071,101.045291127822,172.912484401774
"139",139,128.812783786905,97.7723622065808,165.291891358127
"140",140,120.266091887239,91.5152968966101,155.414119457122
"141",141,123.14979182773,94.6548346998952,157.59667611937
"142",142,108.238634056608,82.1410619497858,139.719990569988
"143",143,146.944242372038,107.8350813657,194.676438842532
"144",144,213.860888973138,160.949302181173,278.39701409987
"145",145,142.649274272927,106.826996243147,187.40390848652
"146",146,145.371653618103,109.237709341368,186.726160375582
"147",147,174.064379445377,133.153009007394,225.855402662673
"148",148,141.728528954618,105.822352085802,181.439209350991
"149",149,126.525685035548,96.8044803676333,165.575604586915
"150",150,150.361444589226,112.63623662342,193.124587867031
"151",151,142.573957612147,106.787262533755,185.588550600545
"152",152,156.754757249104,119.205660881419,206.831759304459
"153",153,157.734965280504,120.778133897068,202.383297676526
"154",154,160.141821150792,120.30357109436,209.490415888834
"155",155,134.91156423103,100.552210000284,176.570208393647
"156",156,132.413166117662,101.146160269022,170.924226090788
"157",157,145.664262615564,110.377857022406,188.986799407943
"158",158,160.089133737427,121.562217679181,207.725806323018
"159",159,129.597644827983,98.6540499381032,169.984826600886
"160",160,126.045507379059,94.4496071204066,163.004548633067
"161",161,131.885895834668,99.3497489216569,171.31196106219
"162",162,182.659274111276,138.657520394913,236.524501250494
