cluster,count,mean,std,min,25%,50%,75%,max
-1,66.0,6.300653995145983,1.9591498638563039,1.545432582458188,4.884561713834876,6.504804463596395,7.309613880671209,11.421358271444738
0,1224.0,5.685379498166238,1.8315094498892703,0.3852624007906449,4.347850894275058,5.538317551504557,6.956545443151569,11.648330101976432
1,23.0,7.0514883071717165,2.0547906514886907,2.052840859882657,6.00757712075535,7.31986492980897,8.806424860136854,9.95227771670556
2,11.0,7.789330804761487,1.24867643064049,4.952299717083292,7.9301916497728175,8.157657015196472,8.556718915069489,8.942460926820582
3,25.0,7.765835357403275,0.9547287759001368,5.059425458265688,7.286191714702382,7.835974581721566,8.517193191416238,9.472704636443673
4,6.0,5.5420693820304505,1.4262731721008957,3.4468078929142076,4.927159725767785,5.329969058382655,6.6096663824137005,7.316548177182976
5,22.0,5.687014586717603,2.302489876541195,1.596352672885445,3.9653050801067398,6.223916904280688,7.496936570266374,9.164296433474776
6,32.0,3.0686546554631713,1.2522084036333057,0.26236426446749106,2.3725034148885,3.019662854229661,3.6181126656802034,6.20050917404269
