clusterGeomorphIndex,count,mean,std,min,25%,50%,75%,max
1,79.0,0.665649324996934,0.5747881664543687,0.010687262109811599,0.27899126623595627,0.47958221902789616,0.9092093853238032,2.6595909687393147
10,78.0,1.0889089343853688,0.7373252202917203,0.00755288376600047,0.5615972531618808,1.0120825338265327,1.5449213293892012,3.1459087516900004
11,76.0,1.0314312465564777,0.7147992685286766,0.03328829208729037,0.4599625934076379,0.9645216185471784,1.4032602261537592,3.2916152194493007
12,79.0,1.1220094612637173,0.7830128377568204,0.01719467574930101,0.4955073471501158,1.0072599269180966,1.7272884084441984,3.75967681397974
13,77.0,1.3555192999958028,0.8241283692639296,0.08117157289039742,0.6202786651812807,1.3684931419046307,1.8777527378804213,3.6889407011786974
14,80.0,1.2292836129743074,0.6667099633090542,0.12806085214456017,0.7635683335298803,1.2171117118762116,1.5769735816249022,3.29327923549919
15,74.0,1.0995629255288233,0.7418057329452031,0.020365891523579913,0.4963762162049251,1.067996942104002,1.547677626394663,4.0289761757863936
16,223.0,-0.3828073935616908,0.4183357510491784,-2.5804711263523554,-0.5055495688888002,-0.24724559316476633,-0.09703963000106497,-0.0028408992867098846
2,78.0,0.6978497627025532,0.6864434479586905,0.0035723020473070774,0.26457722450521826,0.4754249890501894,0.941785153253955,3.660494543272625
3,75.0,0.9526973010758449,0.7359950970058241,0.030800261578785907,0.43404701702487053,0.7420303660429391,1.423631582589553,3.757656319585184
4,81.0,0.8958113329581647,0.6606008325221782,0.05523781397904236,0.4164187062369196,0.747458374261197,1.2362510526873316,3.8098862811665155
5,84.0,1.077354911470375,1.152463807242133,0.07526804822749081,0.42440680902893013,0.8100667708056924,1.3500658957953795,8.037716275777314
6,82.0,1.0100241263743592,0.7516721317471062,0.005163827162217008,0.4773658143345991,0.7640351463261827,1.3987442228968416,3.885278632169215
7,80.0,0.872387526050382,0.6461782856680297,0.00303109496254189,0.42726676811361564,0.7285371554843414,1.0928581515199107,3.14153476163024
8,83.0,1.0296102064117019,0.721545900666676,0.14013389268716592,0.48769537453690914,0.914703854890161,1.3885016664692929,4.058323671968184
9,80.0,1.0485649523666891,0.6787344328714421,0.014043794640630967,0.5164053924174917,1.0129465689005883,1.4506057773425374,2.8941776970186517
