site_no,logchan_width,clusterGeomorphIndex
3322900.0,3.4076763477598644,4
3323000.0,3.761316388003443,7
3323500.0,3.574730432423031,6
3325000.0,4.272142011769433,7
3331500.0,4.145275290890644,6
3331753.0,3.664586761544892,3
3332605.0,4.1878349053094395,11
3333050.0,4.549128795104466,12
3336000.0,4.869340510853899,13
3340500.0,5.152033578093335,14
3341500.0,5.194372515031373,13
3342000.0,5.0567233982890105,14
3343000.0,5.226015454792631,14
3343010.0,5.200277213756111,14
3348000.0,3.624740852997692,3
3348130.0,3.7252113833613265,4
3349000.0,3.8624125048748117,5
3352953.0,5.094823244521281,4
3353611.0,4.392286323611497,5
3354000.0,4.440177611315912,10
3360500.0,4.549128795104466,12
3364000.0,4.2039087301405,6
3365500.0,4.394171338307268,7
3373500.0,4.7124538512077665,12
3373980.0,5.006961888729947,12
3374000.0,5.009000625419795,14
3377500.0,5.599273448230355,16
3378500.0,5.535787796258257,15
3378635.0,2.5967461315435356,3
3379500.0,3.172465327045537,16
3381500.0,3.77189849733398,10
3399800.0,6.917259965996383,16
3401000.0,3.7103962975761857,5
3402900.0,3.8877303128591016,5
3403500.0,3.754198920234579,8
3404000.0,4.192453851165734,8
3425000.0,4.852811208902689,14
3431500.0,4.9394256817394595,14
3432100.0,2.573756613318837,1
3432350.0,2.6411978941143697,2
3432376.0,1.182800239093135,1
3432400.0,2.550226115908643,1
3434500.0,3.3451559907785304,8
3435000.0,5.113342292288519,14
3438220.0,5.046967223343646,15
3439000.0,3.1166215908294443,3
3447687.0,3.9830404926634264,5
3453500.0,4.577747600410119,9
3454500.0,4.10082352831981,16
3455000.0,4.7069593318901255,10
3497300.0,3.323416004142125,5
3498500.0,3.82319179172153,4
3498850.0,3.3558512798952784,6
3500000.0,3.517572018583082,3
3501500.0,3.7823697972012753,6
3502000.0,4.110873864173311,16
3503000.0,4.178532512647126,6
3522000.0,2.8015405441895487,4
3568000.0,5.73026210746058,15
3578000.0,2.463214738919013,2
3582000.0,3.6000482404073204,10
3593500.0,5.424597532458367,16
3596000.0,2.9714395809849465,2
3597860.0,2.923430361798586,16
3598000.0,3.7103962975761857,6
3599240.0,4.043665114479861,4
3599500.0,3.664586761544892,11
3601990.0,3.9716117968398037,8
3603000.0,4.280616638760406,10
3609500.0,5.902633333401366,16
3611500.0,6.80211694695914,15
3612600.0,6.883462586413092,15
4031000.0,2.986943767520912,3
4046000.0,1.6832922810045805,1
4063000.0,4.284827171296749,11
4065106.0,4.353820042783701,9
4065722.0,4.623697490601975,10
4066003.0,4.549128795104466,10
4066030.0,4.8947754080017205,12
4066800.0,4.489310299893557,10
4073365.0,3.747030430755966,5
4073500.0,3.906306698432037,5
4084500.0,4.908381060057499,16
4086150.0,2.573756613318837,1
4086152.0,1.297463147413275,1
4086250.0,1.3541584910898201,1
4086360.0,3.6000482404073204,2
4086600.0,4.024771165119899,5
4087000.0,3.942455212548348,6
4099850.0,1.5851452198650557,1
4103010.0,3.08922261664133,3
4103500.0,3.2313971054218724,6
4105500.0,3.7103962975761857,12
4106906.0,4.367452191573759,16
4107850.0,3.7398101827824792,13
4108660.0,4.201628227441775,9
4108670.0,4.353820042783701,7
4109000.0,2.662704099335333,3
4111000.0,3.6165775423585313,8
4113000.0,3.906306698432037,9
4116000.0,4.192453851165734,9
4119000.0,4.895916309437513,13
4130500.0,2.7638002162067017,8
4159492.0,3.053883250196021,3
4160900.0,2.2937965869609664,4
4161000.0,2.476118143754921,4
4161820.0,3.032064202801381,5
4164000.0,3.1945831322991562,4
4165500.0,3.539944316337615,5
4182900.0,3.8751515306522415,8
4182950.0,4.208454192512175,7
4188337.0,3.07523637466659,1
4188400.0,2.754138305294965,2
4189000.0,3.3975239762958465,3
4189950.0,3.422714225124405,3
4193500.0,5.062531739884758,12
4200500.0,3.2433732964685884,2
4221000.0,3.656743584083866,3
4227500.0,3.664586761544892,10
4228500.0,3.7398101827824792,9
4232000.0,4.291109914476245,10
4235600.0,4.357733942104837,16
4252500.0,3.54875494601977,9
4260500.0,4.259293869291585,14
4296000.0,2.6411978941143697,3
5051600.0,2.011229615175956,1
5052000.0,2.526128564329582,1
5052075.0,3.0217167342759566,1
5053000.0,2.9069010598473755,2
5054500.0,1.2890948977427583,1
5055300.0,2.550226115908643,1
5055400.0,2.891787422037327,2
5058500.0,3.3664333892258154,11
5058600.0,3.182004350092296,7
5058700.0,2.986943767520912,11
5058980.0,3.802989084404011,1
5059000.0,2.7443821303496003,3
5059300.0,3.0738269311633566,6
5059480.0,3.612470760405878,16
5059500.0,2.573756613318837,4
5064000.0,3.07523637466659,2
5116000.0,3.0172491170162408,16
5117500.0,2.8198896828577453,2
5120000.0,2.872999508171694,1
5121000.0,3.0022112396517002,1
5122000.0,2.9714395809849465,1
5124000.0,2.8033906834777103,16
5200445.0,2.923430361798586,1
5200510.0,3.296123861854117,7
5220600.0,3.980195540531195,11
5227500.0,3.9716117968398037,7
5242300.0,3.948354934675536,11
5261000.0,4.617691466541763,13
5267000.0,4.778703236748966,12
5270700.0,5.239044955082965,12
5288500.0,5.226015454792631,14
5292000.0,2.7245795030534206,6
5301000.0,3.5832411220909393,8
5316580.0,4.090671156855792,11
5325000.0,4.5902088208479315,13
5330920.0,4.690292279404914,16
5331000.0,5.395965719784039,15
5389500.0,6.3726369626471016,16
5390101.0,2.423474410269499,1
5395000.0,4.429327595291846,11
5398000.0,4.765799831913059,10
5400760.0,4.999793399251335,11
5404000.0,4.9967053885627575,12
5407000.0,5.749870578848956,14
5420500.0,6.1390221114655965,15
5424057.0,3.4015973016834824,4
5424082.0,3.566146688731639,5
5425500.0,3.9943400479173596,10
5427085.0,4.334017415487521,10
5427530.0,4.849233387554804,6
5427570.0,4.974818115675257,8
5427718.0,1.674757378554743,1
5427850.0,2.7618752877971176,16
5428500.0,2.938076677315825,2
5430175.0,3.4759955917373415,6
5430500.0,4.447346100794524,10
5437500.0,5.0567233982890105,13
5437610.0,5.115175473370179,12
5440700.0,5.17385897519827,13
5443500.0,5.079757046166637,14
5446500.0,5.326528173273085,14
5449500.0,3.3123661679555396,2
5452500.0,3.948354934675536,8
5453100.0,4.192453851165734,9
5455700.0,4.361632582520494,9
5457000.0,3.2784646162798583,5
5457505.0,3.9600509744387278,7
5458300.0,4.8634685033766765,5
5463050.0,4.857561811661286,13
5464000.0,4.949203054577755,13
5464315.0,5.182457480453501,13
5464420.0,5.002871903478422,13
5465500.0,4.944869353320636,13
5465700.0,5.2864471939775495,14
5474500.0,6.504213320435821,15
5476000.0,3.2192757448895275,6
5476500.0,3.024684095503759,8
5476590.0,3.6328380632303117,9
5476750.0,3.802989084404011,9
5481300.0,4.436574003812613,12
5485500.0,4.757977106231849,13
5487500.0,4.804021044733257,13
5487520.0,4.614674873002337,16
5488110.0,4.890198740974308,14
5488500.0,4.932853916576225,13
5515000.0,2.7733696672228527,2
5515500.0,3.1419731820268586,7
5517530.0,3.6839297243880225,10
5518000.0,3.7103962975761857,9
5520500.0,4.855189331307656,9
5527500.0,5.565994416223054,12
5527800.0,2.21375387928743,2
5529000.0,3.531055368920369,2
5530990.0,1.9480507135544243,1
5531044.0,2.4888571695323507,2
5531300.0,2.9714395809849465,3
5531500.0,3.153761137778901,2
5532500.0,3.6165775423585313,5
5543500.0,5.202797164690624,14
5543800.0,2.5967461315435356,1
5543830.0,2.923430361798586,3
5545750.0,3.8877303128591016,6
5549500.0,3.7683835552265355,9
5549850.0,2.1176100187345277,2
5550001.0,4.4841600739172405,7
5551000.0,4.47551697776122,12
5551540.0,4.276388302650885,11
5552500.0,4.388505600771591,11
5558300.0,5.426611631830068,16
5570500.0,5.293367636822123,16
5570910.0,2.890093941530994,2
5572000.0,3.323416004142125,3
5573540.0,3.4759955917373415,4
5576500.0,3.8331421225746984,8
5578000.0,4.085556056189021,10
5583000.0,4.651743609287679,12
5586100.0,5.56307300018092,16
5587450.0,6.66421767551454,15
5590950.0,3.0553210649656486,2
5591200.0,3.2313971054218724,2
5592000.0,3.5574886259885243,7
5592100.0,3.338683476272913,8
5592500.0,3.695358420211645,10
5593000.0,3.87831109094261,11
5594100.0,3.7103962975761857,10
5595000.0,4.513000071015961,11
6023500.0,2.0706530356467567,2
6023800.0,2.0915862453132226,16
6024020.0,2.958069346421775,3
6024450.0,3.0172491170162408,16
6024580.0,3.9687340970121885,8
6026210.0,4.1738486633347,9
6037500.0,3.8559816145445214,10
6038500.0,3.4472854858549105,13
6038800.0,4.169142772297287,16
6040800.0,3.2192757448895275,11
6041000.0,3.912422925449473,14
6065500.0,4.301494223781961,15
6078200.0,5.0171142601939644,10
6090300.0,5.17558460116574,14
6090800.0,4.943782987108415,14
6109500.0,5.11883178457329,14
6115200.0,5.0271645960474665,14
6119600.0,2.309064059091755,4
6120500.0,2.837908188360424,5
6122800.0,2.4888571695323507,16
6123030.0,2.501435951739211,4
6126050.0,3.046663002222534,7
6126500.0,2.9069010598473755,6
6127500.0,3.182004350092296,4
6130500.0,3.032064202801381,11
6135000.0,3.7325374234533992,16
6140500.0,3.4759955917373415,7
6154100.0,2.890093941530994,2
6155030.0,2.278292400425001,7
6155500.0,3.3451559907785304,8
6155900.0,2.8153338663218848,7
6164510.0,3.456947396766647,10
6172310.0,3.162834433984576,3
6174500.0,3.3769046890931107,9
6177000.0,4.8993312245375815,15
6183450.0,1.7829709631949757,1
6185110.0,2.137592518321866,1
6185500.0,5.19267903452504,15
6186500.0,4.254974208147068,8
6191500.0,4.241902126579715,13
6192500.0,4.313814708170002,13
6214500.0,4.876341706312883,14
6218500.0,3.0022112396517002,5
6220800.0,3.417726683613366,11
6225500.0,3.9773424715487886,13
6227600.0,3.624740852997692,12
6228000.0,3.5574886259885243,10
6236100.0,4.284827171296749,12
6259000.0,4.048998460455223,13
6268600.0,3.7398101827824792,14
6274300.0,4.330009394089982,13
6279500.0,4.422028292810234,13
6287000.0,4.064829925671904,14
6295000.0,4.950283551711508,14
6298000.0,2.986943767520912,5
6299980.0,3.096143059485904,6
6306300.0,3.6083470432220155,4
6307500.0,3.4076763477598644,5
6307616.0,3.54875494601977,8
6307830.0,3.2100873188351216,8
6307990.0,3.6000482404073204,8
6308500.0,3.503904379854418,9
6309000.0,5.146723831105105,15
6313500.0,3.1914532392902286,6
6313590.0,3.2552077541155913,9
6317000.0,3.7252113833613265,10
6324500.0,3.656743584083866,9
6324710.0,3.456947396766647,11
6326500.0,3.7103962975761857,11
6327500.0,5.040080821314013,15
6334500.0,2.1798523276117487,16
6335500.0,3.2493080319884027,5
6337000.0,3.392408875629076,16
6341000.0,5.850462461072457,15
6342500.0,5.787970425081227,15
6386500.0,1.756995476791715,9
6395000.0,2.3750220268835522,16
6401500.0,0.946722938994357,16
6402600.0,3.0172491170162408,16
6403700.0,2.7394681155471714,16
6408650.0,3.1498472384577645,11
6425720.0,0.3166338944015487,1
6426500.0,1.597567739863613,2
6428500.0,2.501435951739211,5
6436000.0,1.8570789353486976,4
6437000.0,3.4472854858549105,4
6438500.0,3.8751515306522415,13
6439500.0,4.056945522147756,16
6440000.0,5.873890864535713,15
6454100.0,1.3775058550868113,2
6463720.0,4.513000071015961,14
6467500.0,5.7595324897606925,15
6468250.0,2.1447610078004784,2
6470000.0,2.6411978941143697,2
6470878.0,3.9999423034660295,3
6471000.0,3.5832411220909393,2
6472000.0,3.3343450746743146,3
6473000.0,3.6000482404073204,16
6475000.0,3.7325374234533992,6
6476000.0,4.1596640283427435,10
6477000.0,3.656743584083866,8
6478000.0,4.07524668653016,9
6478500.0,3.9305503100420296,9
6478513.0,3.8462570646525265,12
6479215.0,1.1921026317554486,1
6479438.0,2.1447610078004784,3
6479500.0,2.0706530356467567,16
6479520.0,2.694120295568712,4
6479525.0,2.602411869079213,3
6479770.0,2.8198896828577453,9
6480000.0,3.2131595178720915,5
6481000.0,3.918501971525855,6
6482000.0,3.2493080319884027,7
6482020.0,3.7103962975761857,8
6620000.0,3.7398101827824792,8
6642000.0,4.355778907269034,11
6656000.0,4.265738574734226,11
6657000.0,3.7029056258470283,13
6674500.0,4.038303171338476,16
6701900.0,3.1692653243148663,8
6710247.0,2.6680091515650264,16
6711565.0,3.6000482404073204,4
6714000.0,3.561827027587123,7
6714215.0,2.872999508171694,16
6721000.0,3.624740852997692,10
6764880.0,3.747030430755966,16
6768025.0,2.6541570387568747,16
6768035.0,4.357733942104837,7
6770200.0,5.24066177030987,16
6772100.0,1.6804553996693807,5
6780000.0,4.301494223781961,10
6785500.0,3.7398101827824792,7
6796000.0,5.750840981642234,16
6796500.0,5.57470780274862,16
6796550.0,4.580877493419047,8
6796973.0,2.309064059091755,4
6797500.0,3.182004350092296,4
6799000.0,4.048998460455223,8
6799315.0,4.293195420967266,2
6799350.0,4.241902126579715,11
6803080.0,2.4098687582137206,1
6803495.0,3.1756551224136373,5
6803500.0,3.456947396766647,5
6803513.0,3.4759955917373415,5
6813500.0,5.301761428950591,15
6818000.0,5.466709017808493,15
6818750.0,2.3960754360813845,3
6821190.0,3.2552077541155913,5
6824500.0,3.032064202801381,16
6828500.0,3.531055368920369,16
6837000.0,3.289893312103481,9
6843500.0,3.6165775423585313,10
6844500.0,3.539944316337615,9
6849500.0,3.1563619194789583,16
6850500.0,4.105861322349767,13
6853020.0,2.9069010598473755,16
6853500.0,3.2698065535367435,10
6854500.0,3.6083470432220155,11
6856000.0,3.8097687713893897,11
6857100.0,3.7858360051777615,9
6860000.0,0.5875088485369484,16
6861000.0,1.4189430449509843,16
6862700.0,1.550165500969029,16
6862850.0,1.5533965215504755,16
6863000.0,1.686121137205058,16
6864000.0,2.0091867135461556,5
6864050.0,2.5442559489221392,8
6864500.0,2.8198896828577453,8
6865500.0,2.9714395809849465,7
6866000.0,3.130044611161585,4
6866500.0,2.9999359258145644,6
6870200.0,3.3558512798952784,6
6879100.0,4.325985243790257,13
6881000.0,3.2192757448895275,4
6882510.0,3.680090948080857,9
6883000.0,2.7443821303496003,16
6884000.0,3.3123661679555396,11
6884025.0,3.485385332087181,11
6889000.0,4.975871301659915,14
6892350.0,5.048926087828979,15
6893000.0,5.628196487699606,15
6893100.0,2.3960754360813845,2
6893150.0,2.67328620866587,2
6893500.0,2.550226115908643,5
6893578.0,3.0822539473252366,4
6893590.0,3.2669037938787824,3
6893793.0,1.832981383769637,4
6893820.0,1.842690197896598,2
6894000.0,2.1447610078004784,16
6903400.0,2.526128564329582,1
6903900.0,2.662704099335333,2
6904010.0,3.2784646162798583,6
6904050.0,3.1692653243148663,7
6904500.0,3.2313971054218724,6
6905500.0,3.84299441901771,6
6906500.0,5.617171017687898,15
6909000.0,5.910932136216061,15
6910800.0,2.246543702110421,1
6911000.0,2.6920563113478604,1
6911400.0,3.5084810468818297,9
6913000.0,3.0473873774805753,4
6915800.0,3.680090948080857,4
6916600.0,3.485385332087181,9
6917380.0,2.3535158216625884,2
6917500.0,3.043033234171955,2
6917560.0,2.4501426573516603,3
6918060.0,3.0688781759240977,5
6918065.0,3.3343450746743146,6
6935965.0,5.927325945991738,15
7010000.0,6.202737925851705,15
