cluster,count,mean,std,min,25%,50%,75%,max
-1,66.0,0.1789820560323144,0.14394355916687138,0.00018235682734213388,0.03992687347325245,0.150327313218306,0.3157097740879312,0.5122297350239036
0,1224.0,0.21160332917589814,0.12362081233364254,0.00487216714698166,0.1113916157005654,0.1939656120752686,0.29748164058788895,0.7737575849787723
1,23.0,0.17759152250056304,0.13300810173428618,0.03848449249762116,0.05378322538845292,0.18667739882578957,0.27330204278574943,0.4372989477707225
2,11.0,0.13403450941871833,0.15916498466905038,0.0224623617234736,0.04446039778658335,0.05381502859775181,0.12533993982440406,0.4780460512162754
3,25.0,0.21062174233573658,0.16015275461296963,0.029379248404228286,0.056255780423821344,0.19364321167700388,0.29172981991572267,0.5142973613149999
4,6.0,0.22592930263215946,0.15176468458613748,0.07732549774166109,0.13525661470816994,0.17166584279974612,0.2856220972512817,0.48819091170569845
5,22.0,0.2678154065394867,0.13912959345403372,0.024351422067949824,0.15752268695755306,0.2970943890209845,0.36503133563206047,0.45548720466100334
6,32.0,0.39226719094673196,0.12342985226458085,0.10360098076208236,0.3357918248858556,0.40978196120162724,0.4548226449968864,0.6925515277553959
