"","x"
"1",108.35991989627
"2",104.805596061691
"3",91.8831392920307
"4",87.1091543948874
"5",85.8384671050906
"6",96.7557482448603
"7",100.566425105432
"8",95.3965179486279
"9",94.9991043235159
"10",95.9786379552082
"11",95.3716821165662
"12",89.8716471424986
"13",102.60382672164
"14",162.12395047604
"15",272.499966181485
"16",470.708194679745
"17",286.061945198699
"18",216.812142771108
"19",200.748914471357
"20",175.579933998878
"21",211.165002316117
"22",266.720635361399
"23",194.989608599464
"24",152.991590760991
"25",141.725157159595
"26",148.422606216797
"27",153.236842794757
"28",146.194199160943
"29",142.314201314716
"30",146.122120557215
"31",159.489040204819
"32",160.090004461681
"33",148.512869006506
"34",143.52348724152
"35",135.67296106388
"36",129.983818375171
"37",135.758854692076
"38",153.643292420106
"39",177.73610194077
"40",177.092978658256
"41",166.252494395861
"42",151.600480808795
"43",150.192677160064
"44",141.648888493776
"45",134.446179831634
"46",129.043868428464
"47",120.733298226094
"48",120.656493198719
"49",115.79667622695
"50",127.378608627295
"51",178.130179488778
"52",201.300271416842
"53",146.87561250694
"54",134.575981328904
"55",131.870841008508
"56",132.609941776699
"57",122.100152808414
"58",116.435398567839
"59",128.333577320494
"60",182.513381759711
"61",192.843308730187
"62",151.018651150203
"63",136.823184899632
"64",146.511048994574
"65",146.950958772058
"66",134.05592881323
"67",127.270945143332
"68",124.269605242982
"69",128.073820873529
"70",126.425421839523
"71",131.045220288282
"72",127.929838215195
"73",126.100470721764
"74",119.081840361224
"75",107.275499731436
"76",113.829009455026
"77",115.141522761546
"78",116.681584169466
"79",125.039935056393
"80",156.177609497806
"81",194.451838073107
"82",211.399019773416
"83",223.299029416471
"84",196.213768816598
"85",191.798085859033
"86",203.487398978914
"87",191.287681831119
"88",161.21073470598
"89",152.051595089117
"90",154.11754979972
"91",151.284828325866
"92",148.613232081134
"93",132.781252121117
"94",122.558610808758
"95",129.071415123235
"96",136.961717429766
"97",133.293224649686
"98",181.709051548905
"99",302.324424046434
"100",240.529284398714
"101",185.597602337238
"102",160.506860124052
"103",154.20778299257
"104",159.38186030843
"105",148.478651796566
"106",139.088078996082
"107",130.122062231594
"108",127.905052911993
"109",123.930951848137
"110",133.525522483779
"111",161.716808906282
"112",163.759039383969
"113",188.890314854685
"114",278.984883200262
"115",255.083938665779
"116",227.476263829879
"117",221.526571683835
"118",220.952714607742
"119",213.867475268249
"120",213.679649555315
"121",222.281378815236
"122",255.314760467384
"123",282.240302187364
"124",302.562210523382
"125",602.965046843605
"126",898.63788287849
"127",707.206771887691
"128",512.245242289651
"129",449.667216756424
"130",481.754834900057
"131",547.563441728551
"132",521.231809826769
"133",473.932260810687
"134",486.746356937975
"135",464.663551318545
"136",413.246577894435
"137",381.931473261205
"138",348.699142210203
"139",324.581876441376
"140",312.77732439765
"141",298.096729228218
"142",289.823199413799
"143",282.313164887612
"144",279.285640643157
"145",278.230603513569
"146",282.218308558926
"147",287.89917518088
"148",300.185094923582
"149",289.837222482109
"150",274.314346027284
"151",247.489619788902
"152",257.913864940426
"153",282.943082416569
"154",261.695199212542
"155",249.195333737008
"156",213.784066046015
"157",213.037532888671
"158",220.36309351428
"159",220.854977831799
"160",223.141007827744
"161",267.860225973813
"162",342.820792902256
"163",319.074290324942
"164",255.868802205663
"165",241.893054046285
"166",326.998330614376
"167",443.475220617472
"168",359.34120492332
"169",350.20758278147
"170",291.628133047627
"171",312.991312933841
"172",388.370237305108
"173",355.027527862406
"174",289.24837131997
"175",251.063109391485
"176",231.87791520693
"177",211.335380380286
"178",197.443104742673
"179",189.812342146258
"180",206.402176724419
"181",193.665664273134
"182",186.811311563685
"183",178.291718684293
"184",165.75692104914
"185",171.711418358549
"186",171.406712336205
"187",157.329275452767
"188",150.12791943119
"189",137.410891266089
"190",135.045537585459
"191",142.566252688978
"192",137.585410559032
"193",117.963690375168
"194",111.167222587438
"195",116.659559078578
"196",107.044665309871
"197",99.3228755597683
"198",93.0218982164995
"199",86.2279631567921
"200",79.4620053953274
"201",70.297909384005
"202",75.9018796449308
"203",83.4955202825256
"204",108.305640574255
"205",158.476364199025
"206",141.481440574755
"207",101.086900851907
"208",90.3130765215635
"209",90.1215914979558
"210",83.748747702378
"211",72.5653564154816
"212",71.432133985963
"213",68.932747961043
"214",76.0963622052261
"215",98.7579599273259
"216",99.3340329658093
"217",90.399627035177
"218",83.1340561612482
"219",84.0115911137824
"220",70.8565112960404
"221",61.1511821908525
"222",59.6485853691938
"223",67.5748765590133
"224",61.6326220257095
"225",66.6768165842891
"226",78.4029569776805
"227",78.7077598659851
"228",75.6221252286601
"229",69.9704950970656
"230",65.1831847549437
"231",56.3494883784833
"232",54.8596907255578
"233",59.0600080533104
"234",61.4598976588352
"235",58.5758509361502
"236",53.387130664198
"237",60.6117614217906
"238",59.9459169162936
"239",63.1706892742332
"240",61.993963537354
"241",65.4759739020828
"242",61.8765699542733
"243",54.3127033004711
"244",50.347024011126
"245",49.6213324303758
"246",49.6010922882913
"247",53.7723954396225
"248",58.4166237293225
"249",56.8338273228565
"250",55.8003029502087
"251",57.0208176236142
"252",61.0868971957646
"253",56.873945029613
"254",57.730190117151
"255",50.4479760788362
"256",48.0692176948252
"257",47.2313872405777
"258",44.8489985129251
"259",45.1355079771544
"260",50.216399532986
"261",51.5401149117224
"262",62.4132428972493
"263",60.0832675134207
"264",49.0045036686505
"265",42.9266308273922
"266",46.9234002742365
"267",49.5417077021479
"268",50.0269824079337
"269",68.6121751096697
"270",78.2526181813502
"271",71.4321761293292
"272",63.558654802381
"273",60.0153830053983
"274",51.2165181285436
"275",46.3135966327342
"276",50.7569798510022
"277",47.9782871842341
"278",50.532354349534
"279",68.8255327298435
"280",55.8686381714086
"281",49.9885398145415
"282",49.5446947803768
"283",50.2986507793047
"284",113.128284655864
"285",285.040212578047
"286",193.577638737759
"287",109.755712700486
"288",92.5549768640361
"289",84.4061765054935
"290",71.9313793712006
"291",64.678367472812
"292",60.853610263497
"293",57.5643296051314
"294",63.9158169262997
"295",70.4384618624394
"296",68.0645056020267
"297",67.5179888872589
"298",62.3397347609615
"299",64.205564570058
"300",89.2739263698096
"301",75.804150461846
"302",69.3597278346094
"303",65.777642472304
"304",62.9718977377327
"305",65.9163988994987
"306",142.89444083979
"307",381.887784477056
"308",254.601608610505
"309",160.071806384682
"310",133.077935282213
"311",118.387373082578
"312",105.229942223911
"313",107.578107623337
"314",109.080409073832
"315",104.389213301988
"316",114.32736016801
"317",107.686871121651
"318",128.947568009571
"319",107.593607348805
"320",107.748968090698
"321",152.250686314192
"322",183.74808981752
"323",157.564468519735
"324",140.866594803434
"325",120.36473952163
"326",121.346575267739
"327",172.87072218174
"328",169.247064422183
"329",149.701365962825
"330",142.016830178865
"331",140.440676653511
"332",133.876418474842
"333",114.987019673719
"334",108.342923459814
"335",114.800534337071
"336",107.057305091761
"337",104.390277558428
"338",101.179338385571
"339",100.399908832121
"340",99.287456348843
"341",118.546222372387
"342",175.81447646176
"343",193.268600402512
"344",189.850514151125
"345",152.629310923429
"346",130.010825937935
"347",120.111126076268
"348",112.067148699796
"349",117.7732780017
"350",113.298726784135
"351",107.973160224275
"352",102.996349274426
"353",104.788017035175
"354",98.526345652272
"355",91.7266826628524
"356",98.0081880760359
"357",100.186909684639
"358",113.566058315671
"359",118.954510264364
"360",97.1080206007664
"361",85.2436435239705
"362",89.7574806369831
"363",102.462511654108
"364",90.6718631864103
"365",86.8161506127448
